Disciplina,Local,Tipo,Tempo,Período,Dia,Horário,Turma,Vagas Normais,Vagas Reservadas para Calouros,Vagas para Matrícula Especial,Total Vagas Normais,Total Vagas Reservadas para Calouros,Total Vagas para Matrícula Especial,Docente,
EXM102,apagado,apagado,apagado,apagado,Quinta-Feira,16:00 - 17:40,11A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_3
,,,,,,,13A,apagado,apagado,apagado,,,,
,,,,,,,21A,apagado,apagado,apagado,,,,
EXM175,apagado,apagado,apagado,apagado,Terça-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_20
EXM175,apagado,apagado,apagado,apagado,Sexta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_20
EXM190,apagado,apagado,apagado,apagado,Terça-Feira,09:00 - 10:40,30D,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,30C,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Quinta-Feira,07:00 - 08:40,30D,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,30C,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Segunda-Feira,19:00 - 20:40,18A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,15A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Quarta-Feira,21:00 - 22:40,18A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,15A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Segunda-Feira,09:00 - 10:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,22A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Quarta-Feira,09:00 - 10:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,22A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Sexta-Feira,07:00 - 08:40,21A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
,,,,,,,13A,apagado,apagado,apagado,,,,
,,,,,,,11A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Quarta-Feira,10:00 - 11:40,21A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
,,,,,,,13A,apagado,apagado,apagado,,,,
,,,,,,,11A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Segunda-Feira,10:00 - 11:40,3A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_14
,,,,,,,10A,apagado,apagado,apagado,,,,
,,,,,,,5A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Sexta-Feira,07:00 - 08:40,3A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_14
,,,,,,,10A,apagado,apagado,apagado,,,,
,,,,,,,5A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Terça-Feira,09:00 - 10:40,30B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_12
,,,,,,,30A,apagado,apagado,apagado,,,,
EXM190,apagado,apagado,apagado,apagado,Sexta-Feira,15:00 - 16:40,30B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_12
,,,,,,,30A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Terça-Feira,14:00 - 15:40,11A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_15
,,,,,,,21A,apagado,apagado,apagado,,,,
,,,,,,,13A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Quinta-Feira,14:00 - 15:40,11A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_15
,,,,,,,21A,apagado,apagado,apagado,,,,
,,,,,,,13A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Terça-Feira,14:00 - 15:40,33A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
,,,,,,,34A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Segunda-Feira,13:00 - 14:40,33A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
,,,,,,,34A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Segunda-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Quarta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Segunda-Feira,13:00 - 14:40,31A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,32A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Terça-Feira,14:00 - 15:40,31A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_11
,,,,,,,32A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Segunda-Feira,10:00 - 11:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
,,,,,,,37A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Quarta-Feira,10:00 - 11:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
,,,,,,,37A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Terça-Feira,14:00 - 15:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,3A,apagado,apagado,apagado,,,,
EXM116,apagado,apagado,apagado,apagado,Quinta-Feira,14:00 - 15:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,3A,apagado,apagado,apagado,,,,
EXM135,apagado,apagado,apagado,apagado,Quarta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM135,apagado,apagado,apagado,apagado,Quinta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Terça-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Quinta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Sexta-Feira,14:00 - 15:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
,,,,,,,10A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Terça-Feira,10:00 - 11:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
,,,,,,,10A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Quarta-Feira,13:00 - 14:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
EXM130,apagado,apagado,apagado,apagado,Quinta-Feira,08:00 - 09:40,19A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
EXM130,apagado,apagado,apagado,apagado,Segunda-Feira,07:00 - 08:40,3A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
,,,,,,,11A,apagado,apagado,apagado,,,,
EXM130,apagado,apagado,apagado,apagado,Quarta-Feira,07:00 - 08:40,3A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_8
,,,,,,,11A,apagado,apagado,apagado,,,,
EXM195,apagado,apagado,apagado,apagado,Segunda-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_20
EXM195,apagado,apagado,apagado,apagado,Sexta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_20
EXM194,apagado,apagado,apagado,apagado,Segunda-Feira,19:00 - 20:40,10A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_19
,,,,,,,15A,apagado,apagado,apagado,,,,
EXM194,apagado,apagado,apagado,apagado,Terça-Feira,19:00 - 20:40,10A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_19
,,,,,,,15A,apagado,apagado,apagado,,,,
EXM131,apagado,apagado,apagado,apagado,Quarta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM131,apagado,apagado,apagado,apagado,Sexta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
,,,,,,,18A,apagado,apagado,apagado,,,,
EXM106,apagado,apagado,apagado,apagado,Quinta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
EXM106,apagado,apagado,apagado,apagado,Terça-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
EXM162,apagado,apagado,apagado,apagado,Segunda-Feira,09:00 - 10:40,12A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_21
,,,,,,,9A,apagado,apagado,apagado,,,,
,,,,,,,20A,apagado,apagado,apagado,,,,
EXM162,apagado,apagado,apagado,apagado,Quarta-Feira,09:00 - 10:40,12A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_21
,,,,,,,9A,apagado,apagado,apagado,,,,
,,,,,,,20A,apagado,apagado,apagado,,,,
EXM162,apagado,apagado,apagado,apagado,Sexta-Feira,10:00 - 11:40,1A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM162,apagado,apagado,apagado,apagado,Quinta-Feira,10:00 - 11:40,1A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM162,apagado,apagado,apagado,apagado,Terça-Feira,07:00 - 08:40,2A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
EXM162,apagado,apagado,apagado,apagado,Sexta-Feira,10:00 - 11:40,2A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_23
EXM187,apagado,apagado,apagado,apagado,Segunda-Feira,08:00 - 09:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_15
,,,,,,,19A,apagado,apagado,apagado,,,,
,,,,,,,3A,apagado,apagado,apagado,,,,
,,,,,,,22B,apagado,apagado,apagado,,,,
EXM187,apagado,apagado,apagado,apagado,Quarta-Feira,08:00 - 09:40,22A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_15
,,,,,,,19A,apagado,apagado,apagado,,,,
,,,,,,,3A,apagado,apagado,apagado,,,,
,,,,,,,22B,apagado,apagado,apagado,,,,
EXM157,apagado,apagado,apagado,apagado,Segunda-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_6
EXM157,apagado,apagado,apagado,apagado,Quarta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_6
EXM149,apagado,apagado,apagado,apagado,Sexta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_14
EXM143,apagado,apagado,apagado,apagado,Quinta-Feira,10:00 - 11:40,32B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
EXM143,apagado,apagado,apagado,apagado,Quarta-Feira,13:00 - 14:40,32B,apagado,apagado,apagado,apagado,apagado,apagado,Doc
,,,,,,,31A,apagado,apagado,apagado,,,,
,,,,,,,32A,apagado,apagado,apagado,,,,
,,,,,,,31B,apagado,apagado,apagado,,,,
EXM143,apagado,apagado,apagado,apagado,Quinta-Feira,15:00 - 16:40,33B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_22
EXM143,apagado,apagado,apagado,apagado,Quarta-Feira,13:00 - 14:40,33B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_22
,,,,,,,37A,apagado,apagado,apagado,,,,
,,,,,,,34B,apagado,apagado,apagado,,,,
,,,,,,,33A,apagado,apagado,apagado,,,,
,,,,,,,34A,apagado,apagado,apagado,,,,
EXM143,apagado,apagado,apagado,apagado,Sexta-Feira,13:00 - 14:40,37A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_22
,,,,,,,34B,apagado,apagado,apagado,,,,
EXM143,apagado,apagado,apagado,apagado,Quarta-Feira,17:00 - 18:40,31A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
EXM143,apagado,apagado,apagado,apagado,Quinta-Feira,08:00 - 09:40,32A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
EXM143,apagado,apagado,apagado,apagado,Quinta-Feira,13:00 - 14:40,33A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_22
EXM143,apagado,apagado,apagado,apagado,Sexta-Feira,15:00 - 16:40,34A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_22
EXM143,apagado,apagado,apagado,apagado,Quarta-Feira,15:00 - 16:40,31B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_1
EXM186,apagado,apagado,apagado,apagado,Segunda-Feira,16:00 - 17:40,32A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
,,,,,,,33A,apagado,apagado,apagado,,,,
EXM186,apagado,apagado,apagado,apagado,Quarta-Feira,10:00 - 11:40,37A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
,,,,,,,34A,apagado,apagado,apagado,,,,
,,,,,,,31A,apagado,apagado,apagado,,,,
EXM178,apagado,apagado,apagado,apagado,Sexta-Feira,08:00 - 08:50,33B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM178,apagado,apagado,apagado,apagado,Terça-Feira,16:00 - 18:30,33B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
,,,,,,,31A,apagado,apagado,apagado,,,,
,,,,,,,33A,apagado,apagado,apagado,,,,
,,,,,,,34A,apagado,apagado,apagado,,,,
,,,,,,,31B,apagado,apagado,apagado,,,,
EXM178,apagado,apagado,apagado,apagado,Quarta-Feira,15:00 - 17:30,34B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
,,,,,,,32B,apagado,apagado,apagado,,,,
,,,,,,,37A,apagado,apagado,apagado,,,,
,,,,,,,32A,apagado,apagado,apagado,,,,
EXM178,apagado,apagado,apagado,apagado,Quinta-Feira,07:00 - 07:50,34B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
EXM178,apagado,apagado,apagado,apagado,Terça-Feira,13:00 - 13:50,31A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM178,apagado,apagado,apagado,apagado,Segunda-Feira,08:00 - 08:50,32B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
EXM178,apagado,apagado,apagado,apagado,Terça-Feira,08:00 - 08:50,33A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM178,apagado,apagado,apagado,apagado,Segunda-Feira,07:00 - 07:50,37A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
EXM178,apagado,apagado,apagado,apagado,Sexta-Feira,07:00 - 07:50,34A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM178,apagado,apagado,apagado,apagado,Terça-Feira,11:00 - 11:50,31B,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM178,apagado,apagado,apagado,apagado,Segunda-Feira,09:00 - 09:50,32A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_18
EXM142,apagado,apagado,apagado,apagado,Terça-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
EXM142,apagado,apagado,apagado,apagado,Sexta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
EXM156,apagado,apagado,apagado,apagado,Terça-Feira,13:00 - 14:40,30C,apagado,apagado,apagado,apagado,apagado,apagado,Docente_7
,,,,,,,30D,apagado,apagado,apagado,,,,
EXM156,apagado,apagado,apagado,apagado,Segunda-Feira,09:00 - 10:40,30A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_7
,,,,,,,30B,apagado,apagado,apagado,,,,
EXM199,apagado,apagado,apagado,apagado,Quarta-Feira,14:00 - 15:40,10A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM199,apagado,apagado,apagado,apagado,Quinta-Feira,14:00 - 15:40,10A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_24
EXM199,apagado,apagado,apagado,apagado,Terça-Feira,19:00 - 20:40,14A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_15
EXM199,apagado,apagado,apagado,apagado,Sexta-Feira,19:00 - 20:40,14A,apagado,apagado,apagado,apagado,apagado,apagado,
EXM196,apagado,apagado,apagado,apagado,Terça-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
EXM196,apagado,apagado,apagado,apagado,Quinta-Feira,21:00 - 22:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_2
EXM139,apagado,apagado,apagado,apagado,Terça-Feira,17:00 - 18:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
EXM139,apagado,apagado,apagado,apagado,Quinta-Feira,17:00 - 18:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_13
EXM198,apagado,apagado,apagado,apagado,Sexta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_6
EXM198,apagado,apagado,apagado,apagado,Quinta-Feira,19:00 - 20:40,15A,apagado,apagado,apagado,apagado,apagado,apagado,Docente_6
